  4422 16.315
  4798 16.239
  4803 13.637
  4806 10.951
  4811  8.852
  4814  6.934
  4818  6.058
  4824  5.091
  4838 16.239
  4841 13.637
  4844 10.951
  4849  8.852
  4852  6.934
  4859  6.058
  4875 16.310
  4879 13.650
  4884 10.972
  4887  8.852
  4891  6.977
  4895  6.028
  4903  5.079
  4914 16.310
  4923 13.650
  4931 10.972
  4933 10.972
  4937  8.852
  4941  6.977
  4942  6.977
  4953  6.028
  4956  5.079
  4987 16.310
  4992 13.650
  4994 10.972
  4997  8.852
  4998  8.852
  5004  6.977
  5008  6.028
  5021 16.296
  5026 13.650
  5030 10.982
  5037  8.870
  5042  7.002
  5045  6.041
  5064 16.296
  5068 13.650
  5078 10.982
  5081  8.870
  5084  7.002
  5088  6.041
  5093 16.296
  5097 13.650
  5100 10.982
  5103  8.870
  5107  7.002
  5110  6.041
  5113  5.083
  5240 16.226
  5245 13.632
  5252 10.968
  5253 10.968
  5259  8.844
  5262  6.966
  5265  6.025
  5276 16.268
  5283 16.268
  5290 13.649
  5292 13.649
  5296 10.972
  5301  8.871
  5306  6.983
  5311  6.044
  5312  6.044
  5471 16.289
  5476 13.634
  5479 10.977
  5483  8.856
  5488  6.973
  5497  6.039
  5502  5.073
  6325 16.304
  6326 16.304
  6327 16.304
  6328 16.304
  6333 13.650
  6334 13.650
  6335 13.650
  6337 10.993
  6338 10.993
  6339 10.993
  6340 10.993
  6341 10.993
  6343  8.861
  6344  8.861
  6345  8.861
  6348  6.978
  6356  6.034
  6360  5.073
  6371 16.299
  6375 13.655
  6379 10.998
  6386  8.856
  6391  6.984
  6395  6.034
  6399  5.073
  6408 16.294
  6412 13.650
  6418 13.650
  6421 10.977
  6430  8.851
  6438  6.978
  6448  6.024
  6457  5.062
  6605 16.289
  6609 11.003
  6613  6.989
  6616  5.083
  6634 16.289
  6635 16.289
  6639 10.977
  6643  6.973
  6646  5.073
  6653 16.294
  6654 16.294
  6660 10.972
  6663  6.978
  6667  5.068
  6676 16.284
  6683 10.972
  6686  6.978
  6689  5.062
  6729 16.294
  6733 10.961
  6736  6.994
  6740  5.078
  6752 16.273
  6755 10.966
  6761  6.994
  6765  5.073
  6771 16.294
  6775 10.956
  6778  6.978
  6783  5.062
  6789 16.278
  6795 10.956
  6797  6.973
  6804  5.062
  6816 16.304
  6821 10.961
  6823  6.999
  6832  5.068
  6916 10.977
  6924 10.977
  6927 10.977
  6928 10.977
  6933 10.977
  6938 10.977
  6943 10.977
  6944 10.977
  7213 16.284
  7219 11.024
  7222  7.020
  7225  5.073
  7515 10.966
  7516 10.966
  7520  6.989
  7528 10.972
  7532  6.989
  7539 10.972
  7541 10.972
  7545  6.978
  7589 10.972
  7593  6.984
  7600 10.982
  7603  6.989
  7613 10.972
  7617  6.989
  7712 10.982
  8572 14.658
  8581 14.637
  8588 14.642
  8595 14.631
  8623 14.631
  8630 14.637
  8638 14.637
  8648 14.626
 22034 13.636
 22038  8.857
 22043  6.963
 22069  6.040
 22079 13.657
 22084  8.857
 22087  6.989
 22090  6.050
 22094  5.085
 22101 16.31
 22108 13.641
 22113  8.852
 22118  6.984
 22123  6.014
 22128  5.059
 22134 13.636
 22138  8.847
 22141  6.979
 22144  5.044
 22152  6.014
 22159 13.641
 22164  8.841
 22168  6.979
 22174  6.019
 22180 13.667
 22184  8.862
 22187  6.994
 22190  6.035
 25535 13.666
 25543  8.88131071 13.642
31077 8.871
31082 5.075
31092 13.646
31098 8.871
31105 5.088
31113 13.642
31120 8.865
31128 5.069
32170 13.647
32172 13.647
32177 5.092
32181 13.647
32187 8.869
32192 4.699
32199 8.873
32201 5.092
32203 4.697
32208 8.916
32210 4.702
32212 5.107
32215 5.088
32217 4.701
32219 8.875
32220 8.875
32223 8.880
32225 4.708	
32227 5.105
32230 8.886
32232 5.103
32234 4.710
33742 18.959
33737 13.650
33749 8.873
33754 5.089
33762 18.962
33766 5.053
33770 8.861
33777 13.667
33783 18.958 
33787 5.081
33793 8.868
33803 13.644
33812 18.916
33817 5.082
33821 4.699
33825 13.654
33831 8.880
33839 13.659
33845 8.876
33851 4.691
33858 18.922 
33862 5.098
33866 10.971
33871 13.647
33877 8.870
33881 5.085
33885 18.911
33891 16.297
33896 10.974
63226 13.650
63232 8.863
63235 5.096
63240 18.938
64951 13.636
64955 18.957
64970 4.653
64975 8.851
64980 13.643
64988 18.957
64991 8.854
64997 5.061
65002 13.649
65008 18.969
65011 8.868
65014 4.664
65021 13.670
65025 18.944
65028 4.662
65031 8.876
65036 5.059
65044 13.632
65047 4.652
65050 18.902
65053 8.838
65056 5.057
65062 18.899
65067 18.919
65070 4.654
65073 8.843
65076 5.074
65079 13.636
65085 18.907
65088 13.640
65091 8.859
65094 5.059
65097 4.665
67183 13.655 
67186 6.988
67192 13.648 
67196 6.993
67208 13.675
67212 7.008
67217 13.657
67236 6.998
67244 13.664
67248 7.000
67252 18.951
67259 13.656
67262 6.996
69901 13.644
69904 8.857
69907 6.973
69910 18.973
69918 5.067
69923 4.669
69930 13.650
69933 8.854
69936 6.976
69939 4.670
69948 5.075
69949 5.075
69953 5.075
69958 18.979
69970 13.669
69978 8.875
69981 6.989
69984 4.678
69987 5.080
69992 18.983
70014 13.678
70021 8.885
70028 4.676
70031 6.995
70034 5.087
70039 18.984
70044 13.640
70050 5.066
70053 8.863
70056 6.978
70061 18.983
70067 13.657
70070 4.666
70075 5.066
70078 8.866
70081 6.983
70087 18.985
74836 18.9183
74844 13.639
74847 8.8478
74856 6.02537 
74859 4.67113 
74865 18.9201
74868 13.6674
74871 8.8723 
74874 6.02838
74877 4.81094
74882 4.66107 
74885 16.3026
74893 18.9355
74896 13.6421
74899 8.858775 
74904 6.02035
74909 4.67616
74912 16.32
74930 18.9701
74933 13.6424
74936 8.86428
74939 6.02938
74942 4.67214
74949 16.356
74956 18.9451
74959 13.6614
74962 8.86428
74965 6.02938
75083 13.6584
75087 8.85226
75090 6.00329
75091 6.00329
75093 6.00329
75099 19.0361
75101 19.0361
75107 13.6544
75109 13.6544
75119 8.85627
75121 8.85627
75124 5.99727
75127 18.9151
75135 13.6574
75138 8.85627
75141 6.0063
75144 18.9131
75150 16.304
75163 13.6604
75166 8.84625
75169 6.00229
75172 18.9591
75175 16.302
76344 18.9441
76347 8.83724
76350 13.6544
76355 6.01935
76358 5.33257
76361 16.254 
76367 8.86428
76370 13.6594
76373 18.8841
76378 16.293 
76381 5.39184
76390 16.271 
76393 8.85727
76396 5.46014
76399 13.6584
76405 18.9131
76408 6.94523
76422 16.287 
76430 8.85427
76435 13.6845
76439 18.9161
76444 5.33157
76447 6.96929
76453 16.283 
76456 18.9421
76459 6.95525
76471 8.85827
76474 13.6464
76483 16.293 
76501 8.84926
76504 13.6464
76507 18.9461
76519 5.99827
76527 16.258 
76530 8.82822
76533 13.6164
76538 18.8791
76541 6.92718
76546 5.29842
76554 16.283 
76557 8.85327
76561 13.6404
76564 18.9071
76569 5.99225
76577 16.296 
76581 13.6354
76584 8.85727
76588 18.8941
76591 6.94723
76596 5.9782 
81588 18.9651
81613 13.6504
81616 8.85827
81623 6.00028
81626 16.29  
81633 18.9531
81636 13.6634
81640 8.8723 
81643 16.297 
81652 6.02035
81664 18.9591
81668 13.6564
81674 6.01935
81679 8.8763 
81684 16.297 
81688 6.96328
81695 18.9331
81698 13.6715
81701 6.02236
81704 8.8753 
81716 19.0011
81719 13.6745
81722 8.89433
81725 16.283 
81730 6.01132
81733 6.97029
81742 18.9771
81746 13.6584
81749 8.87831
81760 6.96829
81764 16.292 
81771 19.0141
81780 16.313 
81783 13.6654
81789 8.87029
81794 6.02637
81797 6.9723 
81801 18.9791
81807 18.9801
81810 13.6945
81813 6.97932
81816 6.03942
81819 8.89734
81822 16.331 
81830 16.32  
81837 13.6264
81840 8.85827
81843 6.96227
86119 8.861
86126 13.644
86129 16.294
86135 8.861
86138 13.644
86142 16.294
86145 6.989
86154 8.861
86157 13.644
86160 16.294
91368 13.582
91373 16.251
91374 16.251
91377 8.867
91390 6.950
91400 13.67
91404 9.658
91407 8.87
91411 16.312
91420 13.653
91424 6.976
91427 8.877
91430 16.313
91432 16.313
91442 13.687
91446 6.997
91449 8.892
91452 16.298
91454 16.298
91462 16.298
91470 13.669
91473 6.983
91476 8.892
91479 16.292
91492 13.674
91497 8.903
91500 16.297
91503 7.007
91511 13.671
91514 6.974
91517 8.887
91520 16.34
91527 13.677
91530 6.972
91534 8.888
91538 16.335
91549 13.673
91552 16.308
91555 8.883
91560 6.979
